کد IRC,کلمه جستجو,تعداد نتایج,کد پیام کاندیدا,نام فارسی کاندیدا,نام انگلیسی کاندیدا,کد ژنریک کاندیدا,IRC کاندیدا,قیمت کاندیدا (ریال),تاریخ قیمت (میلادی)
5198675277675046,فرنگی,28,0301005607,مگنی بست  توت فرنگی 30 عدد ساشه نوتری بست,MAGNIBEST  STRAWBERRY 30 Sache Nutri Best,02101,,230000,2026-09-07T09:49:34+03:30
5198675277675046,فرنگی,28,0300024367,متابولیک وی  توت فرنگی-موزی 4540 گرم پودر,METABOLIC WHEY  STRAWBERRY-BANANA 4540 GR Powder,02101,24367,,
5310963317246377,لیکوپیور،,0,,,,,,,
5644664516592353,لیکومیون,0,,,,,,,
6446248934080377,اکستند,11,0301010160,اکستند هیدرو الکترولیت  14 عدد ساشه اکستند هلث,XTEND HYDRO ELECTROLYTE  14 Sache Xtend Health,02101,,457142,2026-09-21T12:44:34+03:30
6446248934080377,اکستند,11,0301007503,اکستند بیوتی کلاژن  300 گرم پودر اکستند هلث,XTEND BEAUTY COLLAGEN  300 GR Powder Xtend Health,02101,,37000000,2026-09-19T09:27:21+03:30
6446248934080377,اکستند,11,0301010451,امگا3  1000 میلی گرم 30 عدد سافت ژل اکستند لایف,OMEGA3  1000 MG 30 Soft Gelatin Capsule Xtendlife,02101,,241666,2026-07-05T09:14:54+03:30
6446248934080377,اکستند,11,0301010452,آووکادو و سویا  15 عدد کپسول اکستند لایف,AVOCADO AND SOYA  15 Capsule Xtendlife,02101,,200000,2026-08-17T08:02:28+03:30
6446248934080377,اکستند,11,0100022559,اکستندی (انزالوتاميد) 40 میلی گرم کپسول استلاز فارما,XTANDI (ENZALUTAMIDE) 40 MG Capsule Astellas Pharma,22558,22559,19540000,2026-05-25T14:18:19+03:30
6446248934080377,اکستند,11,0301007504,اکستند بیوتی کلاژن پرو 5 در 1  20 عدد ساشه اکستند هلث,XTEND BEAUTY COLLAGEN PRO 5 IN 1  20 Sache Xtend Health,02101,,1370000,2026-09-19T09:29:26+03:30
6446248934080377,اکستند,11,0301010163,اکستند بیوتی کلاژن  20 عدد ساشه اکستند هلث,XTEND BEAUTY COLLAGEN  20 Sache Xtend Health,02101,,1170000,2026-09-21T12:45:22+03:30
6446248934080377,اکستند,11,0301010453,بیوتین  4000 میکروگرم 30 عدد قرص اکستند لایف,BIOTIN  4000 MCG 30 Tablet Xtendlife,02101,,116000,2026-07-05T09:24:43+03:30
6446248934080377,اکستند,11,0400008402,اكستند  120 میلی لیتر محلول,EXTEND  120 ML Solution,08000,08402,,
6446248934080377,اکستند,11,0400009059,اكستند  335 میلی لیتر محلول,EXTEND  335 ML Solution,08000,09059,,
7425739186654455,امگاومن,0,,,,,,,
7498630118320719,میلیگرم,0,,,,,,,
7787436571979066,مایند,4,0200023912,اکتیو مایند  30 عدد قرص سینا فرآور,ACTIVE MIND-SINA  30 Tablet Sina Faravar,02100,23912,98333,2026-05-16T09:17:02+03:30
7787436571979066,مایند,4,0301010244,وینچی مایند  10 میلی گرم 50 عدد قرص تچرا فارمد,VINCI MIND  10 MG 50 Tablet Techra Pharmed,02101,,220000,2026-05-20T08:41:44+03:30
7787436571979066,مایند,4,0301006708,مکس اونیو مایندین  3 میلی گرم 30 عدد قرص زیر زبانی وانا دارو گستر,MAX AVENUE MINDIN  3 MG 30 Sublingual Tablet Vana Darou Gostar,02101,,21800,2024-07-27T09:10:34+03:30
7787436571979066,مایند,4,0301010245,وینچی مایند  5 میلی گرم 50 عدد قرص تچرا فارمد,VINCI MIND  5 MG 50 Tablet Techra Pharmed,02101,,115000,2026-04-20T10:33:00+03:30
7924178854377212,بستنی,0,,,,,,,
8735819762723058,شکلات,16,0201009064,موسیلیوم فورت  شکلاتی 7 عدد ساشه ایران داروک,MUSYLIUM FORTE  CHOCOLATE 7 Sache Iran Darouk,02100,,525000,2026-05-10T20:01:06+03:30
8735819762723058,شکلات,16,0200025304,جنرال تونیک  شکلاتی 20 عدد ساشه دینه,GENERAL TONIC  COCOA 20 Sache Dineh,02100,25304,200000,2026-06-09T12:49:20+03:30
8735819762723058,شکلات,16,0300024364,متابولیک وی  شکلاتی 4540 گرم پودر,METABOLIC WHEY  CHOCOLATE 4540 GR Powder,02101,24364,,
8735819762723058,شکلات,16,0300024365,متابولیک وی  شکلاتی  2270 گرم پودر,METABOLIC WHEY  CHOCOLATE 2270 GR Powder,02101,24365,,
8735819762723058,شکلات,16,0300018618,کلشیک  شکلاتی ساشه فرزنیوس کابی,CALSHAKE  CHOCOLATE Sache Fresenius Kabi,02101,18618,,
8735819762723058,شکلات,16,0300024646,کلشیک  90 گرم شکلاتی ساشه فرزنیوس کابی,CALSHAKE  90 GR CHOCOLATE Sache Fresenius Kabi,02101,24646,,
8735819762723058,شکلات,16,0300005896,پرو مستر شکلات   پودر سی ان پی,PRO MR CHOCOLATE   Powder CNP,02101,05896,,
8735819762723058,شکلات,16,0300005900,پرو مس شکلات  4500 گرم پودر سی ان پی,PRO MASS CHOCOLATE  4500 GR Powder CNP,02101,05900,,
8735819762723058,شکلات,16,0300005904,پرو مس شکلات  2500 گرم پودر سی ان پی,PRO MASS CHOCOLATE  2500 GR Powder CNP,02101,05904,,
8735819762723058,شکلات,16,0300005908,پرو مس شکلات  908 گرم پودر سی ان پی,PRO MASS CHOCOLATE  908 GR Powder CNP,02101,05908,,
8916137174719787,وگاورت,0,,,,,,,
9142254942460701,کارامل,0,,,,,,,
9209784746391886,میلیگرم,0,,,,,,,
9277093036277967,آمینو,100,0000052209,آمینو اسید  15 % 500 میلی لیتر تزریقى,AMINO ACID  15 % 500 ML Injection,,,,
9277093036277967,آمینو,100,0000052897,آمینو اسید  10 % 500 میلی لیتر تزریقى,AMINO ACID  10 % 500 ML Injection,,,,
9277093036277967,آمینو,100,0000052896,آمینو اسید  10 % 250 میلی لیتر تزریقى,AMINO ACID  10 % 250 ML Injection,,,,
9277093036277967,آمینو,100,0000020081,آمینو اسید  10 % 500 میلی لیتر محلول تزریقی,AMINO ACID  10 % 500 ML Injectable Solution (Infusion),,,,
9277093036277967,آمینو,100,0000052272,آمینو اسید  10 % 1000 میلی لیتر محلول تزریقی,AMINO ACID  10 % 1000 ML Injectable Solution (Infusion),,,,
9277093036277967,آمینو,100,0000000062,آمینوفیلین  100 میلی گرم قرص,AMINOPHYLLINE  100 MG Tablet,,,,
9277093036277967,آمینو,100,0000000059,آمینوفیلین  125 میلی گرم شیاف,AMINOPHYLLINE  125 MG Suppository,,,,
9277093036277967,آمینو,100,0000000060,آمینوفیلین  250 میلی گرم شیاف,AMINOPHYLLINE  250 MG Suppository,,,,
9277093036277967,آمینو,100,0000023474,پتاسیم پارا آمینوبنزوئیک اسید  500 میلی گرم کپسول,POTASSIUM PARA AMINOBENZOIC ACID  500 MG Capsule,,,,
9277093036277967,آمینو,100,0000016952,پارا امینو سالیسیلات سدیم  500 میلی گرم قرص,PARA AMINO SALICYLATE SODIUM  500 MG Tablet,,,,
9910110679052875,اینترافارم,17,0301010124,ففول کیدز + ایمیونیتی  120 میلی لیتر شربت اینترافارم,FEFOL KIDS + IMMUNITY  120 ML Syrup Intrapharm,02101,,4950000,2026-07-08T15:46:55+03:30
9910110679052875,اینترافارم,17,0301010624,بنوزین پلاس  30 عدد کپسول اینترافارم,BENOZIN PLUS  30 Capsule Intrapharm,02101,,331666,2026-07-18T19:42:15+03:30
9910110679052875,اینترافارم,17,0100006163,ميدريلات (سیکلوپنتولات اچ سی ال) 1 % 5 میلی لیتر قطره استریل چشمى اینترافارم,MYDRILATE (CYCLOPENTOLATE HCL) 1 % 5 ML Sterile Eye Drops Intrapharm,50838,06163,330000,2019-10-07T10:04:33+03:30
9910110679052875,اینترافارم,17,0301008950,ففول کیدز  15 میلی لیتر قطره خوراکى اینترافارم,FEFOL KIDS  15 ML Oral Drop Intrapharm,02101,,3200000,2026-07-11T17:20:06+03:30
9910110679052875,اینترافارم,17,0301006525,ففول برست فیدینگ  30 عدد کپسول اینترافارم,FEFOL BREASTFEEDING  30 Capsule Intrapharm,02101,,310000,2026-04-25T17:39:29+03:30
9910110679052875,اینترافارم,17,0301006528,ففول پرگنسی  30 عدد کپسول اینترافارم,FEFOL PREGNANCY  30 Capsule Intrapharm,02101,,300000,2026-05-04T11:48:37+03:30
9910110679052875,اینترافارم,17,0301006522,ففول ویتامینز  30 عدد کپسول اینترافارم,FEFOL VITAMINS  30 Capsule Intrapharm,02101,,263333,2026-02-02T11:54:29+03:30
9910110679052875,اینترافارم,17,0301006527,ففول مکس 100  30 عدد کپسول اینترافارم,FEFOL MAX 100  30 Capsule Intrapharm,02101,,237666,2026-01-26T10:57:31+03:30
9910110679052875,اینترافارم,17,0301006523,ففول پلاس  30 عدد کپسول اینترافارم,FEFOL PLUS  30 Capsule Intrapharm,02101,,230000,2026-02-28T09:40:34+03:30
9910110679052875,اینترافارم,17,0301006526,ففول دئودنال  30 عدد کپسول اینترافارم,FEFOL DUODENAL  30 Capsule Intrapharm,02101,,228333,2026-04-25T17:40:48+03:30
4054747762877720,لیکلاژ,3,0301010265,لیکلاژ جوینت  10 عدد ویال خوراکی آلاشت فارمد,LICOLAGE JOINT  10 Oral Vial Alasht Pharmed,02101,,2904000,2026-05-04T09:13:09+03:30
4054747762877720,لیکلاژ,3,0301006647,لیکلاژ بیوتی  10 عدد ویال خوراکی آلاشت فارمد,LICOLAGE BEAUTY  10 Oral Vial Alasht Pharmed,02101,,2596000,2026-04-30T14:03:02+03:30
4054747762877720,لیکلاژ,3,0301010266,لیکلاژ اسپرت  10 عدد ویال خوراکی آلاشت فارمد,LICOLAGE SPORT  10 Oral Vial Alasht Pharmed,02101,,2277000,2026-05-04T09:13:57+03:30
4351890882321152,کوکیوتن,11,0301007246,ساپلاس مدز کوکیوتن  60 عدد سافت ژل,Supplus MEDS Co-Q10  60 Soft Gelatin Capsule,02101,,92650,2024-09-18T08:16:57+03:30
4351890882321152,کوکیوتن,11,0301010216,مای متا کوکیوتن  30 میلی گرم 60 عدد قرص تهران شیمی,My Meta COQ10  30 MG 60 Tablet Tehran Chemie,02101,,81400,2026-05-25T13:16:13+03:30
4351890882321152,کوکیوتن,11,0301007311,ویمکسیر امگا3 + کوکیوتن  30 عدد سافت ژل نیک سینا اکسیر,VIMEXIR Omega3 + Co Q10  30 Soft Gelatin Capsule Nik Sina Exir,02101,,356400,2026-05-25T12:43:14+03:30
4351890882321152,کوکیوتن,11,0300024940,آنتی ای جینگ کوکیوتن قرمز  100 میلی گرم 30 عدد سافت ژل آدونیس کیش,ANTIAGING COQ10 RED  100 MG 30 Soft Gelatin Capsule Adonis Kish,02101,24940,289300,2026-05-03T11:10:52+03:30
4351890882321152,کوکیوتن,11,0301007118,ویتافینیتی گلد کوکیوتن قرمز  45 عدد سافت ژل شهاب درمان,VITAFINITY GOLD COQ10 RED  45 Soft Gelatin Capsule Shahab Darman,02101,,275000,2026-07-16T15:52:20+03:30
4351890882321152,کوکیوتن,11,0301009053,گلوک ویت کوکیوتن  100 میلی گرم 30 عدد قرص سام راد درمان,GLUCK VIT COQ10  100 MG 30 Tablet Sam Rad Darman,02101,,203500,2026-09-21T09:30:21+03:30
4351890882321152,کوکیوتن,11,0300023393,آنتی ای جینگ کوکیوتن قرمز  30 میلی گرم 30 عدد سافت ژل آدونیس کیش,ANTIAGING COQ10 RED  30 MG 30 Soft Gelatin Capsule Adonis Kish,02101,23393,170533,2026-05-03T11:13:39+03:30
4351890882321152,کوکیوتن,11,0301010215,مای متا کوکیوتن  100 میلی گرم 60 عدد قرص تهران شیمی,My Meta COQ10  100 MG 60 Tablet Tehran Chemie,02101,,158400,2026-05-25T13:17:04+03:30
4351890882321152,کوکیوتن,11,0301006378,گلوک ویت کوکیوتن  30 میلی گرم 30 عدد قرص سام راد درمان,GLUCK VIT COQ10  30 MG 30 Tablet Sam Rad Darman,02101,,154000,2026-05-18T12:52:12+03:30
4351890882321152,کوکیوتن,11,0301009057,کوکیوتن پلاس 100  30 عدد سافت ژل ویتاویوا,CoQ10 PlUS 100  30 Soft Gelatin Capsule VitaViva,02101,,128400,2025-04-30T11:51:39+03:30
4729150632617828,تالاتونیک,0,,,,,,,
7338444562487625,ملاتونین,80,0000008807,ملاتونین  5 میلی گرم قرص زیر زبانی,MELATONIN  5 MG Sublingual Tablet,,,,
7338444562487625,ملاتونین,80,0000004482,ملاتونین  3 میلی گرم قرص,MELATONIN  3 MG Tablet,,,,
7338444562487625,ملاتونین,80,0301005906,ملاتونین  3 میلی گرم 30 عدد قرص دانش پژوهان آریا دارو,MELATONIN  3 MG 30 Tablet Danesh Pajoohan Arya Darou,02101,,99200,2026-08-17T07:40:50+03:30
7338444562487625,ملاتونین,80,0301006938,ملاتونین  5 میلی گرم 60 عدد قرص پارسینه دیان طب,MELATONIN  5 MG 60 Tablet Parsineh Dayan Teb,02101,,95333,2026-07-01T13:20:06+03:30
7338444562487625,ملاتونین,80,0301007408,ملاتونین  3 میلی گرم 30 عدد قرص ویتاول,MELATONIN  3 MG 30 Tablet Vitawell,02101,,94600,2026-05-30T11:41:15+03:30
7338444562487625,ملاتونین,80,0301010457,ملاتونین  10 میلی گرم 30 عدد قرص نکستایل,MELATONIN  10 MG 30 Tablet Nextyle,02101,,92400,2026-07-05T09:51:45+03:30
7338444562487625,ملاتونین,80,0301010445,ملاتونین  3 میلی گرم 30 عدد قرص نوتری تریس,MELATONIN  3 MG 30 Tablet Nutritrace,02101,,91866,2026-07-04T18:53:43+03:30
7338444562487625,ملاتونین,80,0301010165,مونم ملاتونین  10 میلی گرم 60 عدد قرص اکسیر آفرین آریا,MOONEME MELATONIN  10 MG 60 Tablet Exir Afarin Arya,02101,,90000,2026-06-03T14:09:32+03:30
7338444562487625,ملاتونین,80,0301006854,واناتونین ملاتونین  3 میلی گرم 60 عدد قرص زیر زبانی نورم لایف,VANATONIN MELATONIN  3 MG 60 Sublingual Tablet Norm Life,02101,,89100,2026-05-16T11:45:24+03:30
7338444562487625,ملاتونین,80,0301006818,ملاتونین  5 میلی گرم 30 عدد قرص نکستایل,MELATONIN  5 MG 30 Tablet Nextyle,02101,,86900,2026-05-09T13:56:18+03:30
7850264746433251,ناتال,10,0000012534,ناتالی زوماب  20 میلی گرم / 1 میلی لیتر 15 میلی لیتر تزریقى,NATALIZUMAB  20 MG / 1 ML 15 ML Injection,,,,
7850264746433251,ناتال,10,0000011759,ناتالی زوماب  300 میلی گرم تزریقى,NATALIZUMAB  300 MG Injection,,,,
7850264746433251,ناتال,10,0301005670,باری ویتال پری ناتال مولتی ویتامین + مینرال  30 عدد قرص باریج اسانس,BARIVITAL PRENATAL MULTIVITAMIN+MINERAL  30 Tablet Barij Essence,02101,,67833,2026-03-30T20:56:43+03:30
7850264746433251,ناتال,10,0301007343,پست ناتال  60 عدد سافت ژل ویتالی تون,POSTNATAL  60 Soft Gelatin Capsule Vitally Tone,02101,,56683,2026-03-05T09:53:54+03:30
7850264746433251,ناتال,10,0100012535,تایسبری (ناتالی زوماب) 300 میلی گرم / 15 میلی لیتر تزریقى بیوژن,TYSABRI (NATALIZUMAB) 300 MG / 15 ML Injection Biogen,12534,12535,394930000,2026-03-12T10:05:10+03:30
7850264746433251,ناتال,10,0301005764,اکتی ناتال  30 عدد قرص ابیان دارو,ACTI NATAL  30 Tablet Abian Darou,02101,,269500,2026-07-25T09:47:31+03:30
7850264746433251,ناتال,10,0301005761,اکتی ناتال پلاس امگا 3  60 عدد قرص ابیان دارو,ACTI NATAL + OMEGA 3  60 Tablet Abian Darou,02101,,215600,2026-02-25T12:00:35+03:30
7850264746433251,ناتال,10,0300025239,پری ناتال فرمولا  30 عدد قرص نچرال ورلد,PRENATAL FORMULA  30 Tablet Natural World,02101,25239,143000,2025-07-09T12:29:53+03:30
7850264746433251,ناتال,10,0300008484,ای آر-ناتال   قرص,ARNATAL   Tablet,02101,08484,,
7850264746433251,ناتال,10,0100011760,تایسبری (ناتالی زوماب) 300 میلی گرم تزریقى بیوژن,TYSABRI (NATALIZUMAB) 300 MG Injection Biogen,11759,11760,,
9308457865516921,موتیلیتی,1,0300024625,موتیلیتی بوست  60 عدد کپسول فیرهون هلث,MOTILITYBOOST  60 Capsule Fairhaven Health,02101,24625,428333,2026-03-05T20:14:32+03:30
7275697610408990,مورفوویل,0,,,,,,,
4953173337589759,سیترات,100,0000005971,دی اتیل کاربامازین سیترات  100 میلی گرم قرص,DIETHYLCARBAMAZINE CITRATE  100 MG Tablet,,,,
4953173337589759,سیترات,100,0000051901,پتاسیم سیترات  5 میلی اکی والان قرص,POTASSIUM CITRATE  5 MEQ Tablet,,,,
4953173337589759,سیترات,100,0000052727,پتاسیم سیترات  15 میلی اکی والان قرص,POTASSIUM CITRATE  15 MEQ Tablet,,,,
4953173337589759,سیترات,100,0000002284,پتاسیم سیترات  5 میلی اکی والان قرص پیوسته رهش,POTASSIUM CITRATE  5 MEQ Extended Release Tablet,,,,
4953173337589759,سیترات,100,0000002450,پتاسیم سیترات  10 میلی اکی والان قرص پیوسته رهش,POTASSIUM CITRATE  10 MEQ Extended Release Tablet,,,,
4953173337589759,سیترات,100,0000008966,سدیم سیترات  4 % 250 میلی لیتر محلول تزریقی,SODIUM CITRATE  4 % 250 ML Injectable Solution (Infusion),,,,
4953173337589759,سیترات,100,0000051007,فنتانیل سیترات  100 میکروگرم قرص,FENTANYL CITRATE  100 MCG Tablet,,,,
4953173337589759,سیترات,100,0000051013,فنتانیل سیترات  200 میکروگرم قرص,FENTANYL CITRATE  200 MCG Tablet,,,,
4953173337589759,سیترات,100,0000051014,فنتانیل سیترات  300 میکروگرم قرص,FENTANYL CITRATE  300 MCG Tablet,,,,
4953173337589759,سیترات,100,0000053320,سیلدنافیل سیترات  5 میلی گرم قرص,SILDENAFIL CITRATE  5 MG Tablet,,,,
7989305869799256,گلیسینات,1,0301006737,نیچر فیت فروس بیس گلیسینات ان اف  90 عدد کپسول,NATURE FIT FERROUS BISGLYCINATE NF  90 Capsule,02101,,35555,2026-06-21T17:50:34+03:30
2539602548334684,فرتیل,7,0301009046,کواتر فرتیل  60 عدد کپسول گلوکال,QUATER FERTIL  60 Capsule Glocal,02101,,431200,2026-02-16T12:14:06+03:30
2539602548334684,فرتیل,7,0300024626,فرتیل اید برای آقایان  90 عدد کپسول فیرهون هلث,FERTIL AID FOR MEN  90 Capsule Fairhaven Health,02101,24626,411111,2026-06-02T11:21:02+03:30
2539602548334684,فرتیل,7,0300024627,فرتیل اید برای بانوان  90 عدد کپسول فیرهون هلث,FERTIL AID FOR WOMEN  90 Capsule Fairhaven Health,02101,24627,333333,2026-06-02T11:19:27+03:30
2539602548334684,فرتیل,7,0301006274,فرتیل سی ام برای بانوان  90 عدد کپسول فیرهون هلث,FERTILECM FOR WOMEN  90 Capsule Fairhaven Health,02101,,327777,2026-06-07T11:14:07+03:30
2539602548334684,فرتیل,7,0301008661,منز فرتیلیتی بوست  30 عدد کپسول نیچرز پلنتی,MENS FERTILITY BOOST  30 Capsule Natures Plenty,02101,,198000,2026-05-30T11:00:06+03:30
2539602548334684,فرتیل,7,0300025246,فرتیلیکس مکس   کپلت,FERTILIX MAX   Caplet,02101,25246,,
2539602548334684,فرتیل,7,0300025245,فرتیلیکس لو دوز   کپلت,FERTILIX LOW DOSE   Caplet,02101,25245,,
4690767246889180,رویال,45,0301006271,رويال ژلی  30 عدد سافت ژل توان اکسیر فارمد,ROYAL JELLY  30 Soft Gelatin Capsule Tavan Exir Pharmed,02101,,99000,2024-11-02T11:26:15+03:30
4690767246889180,رویال,45,0301005756,لیکو رویال  250 میلی لیتر شربت ابیان فارمد,LIQO ROYAL  250 ML Syrup Abian Pharmed,02101,,9130000,2026-05-02T10:53:09+03:30
4690767246889180,رویال,45,0301010330,مکس اونیو رویال ژلی  10 عدد ویال خوراکی وانا دارو گستر,MAX AVENUE ROYAL JELLY  10 Oral Vial Vana Darou Gostar,02101,,902000,2026-06-10T09:36:22+03:30
4690767246889180,رویال,45,0301006393,رویال شات  30 عدد کپسول گسترش میلاد فارمد,ROYAL SHOT  30 Capsule Gostaresh Milad Pharmed,02101,,83333,2024-06-24T11:31:14+03:30
4690767246889180,رویال,45,0301008718,فورت ای رویال ژلی و ویتامین سی  10 عدد ویال خوراکی سمر طب درمان,FORTE E ROYAL JELLY PLUS VITAMIN C  10 Oral Vial Samar Teb Darman,02101,,825000,2025-02-22T10:33:08+03:30
4690767246889180,رویال,45,0300023678,رويال ژلی  30 عدد سافت ژل سونا طب پارسه,ROYAL JELLY  30 Soft Gelatin Capsule STP Pharma,02101,23678,78500,2024-09-15T13:29:41+03:30
4690767246889180,رویال,45,0301006182,ژل رویال پلاس مولتی ویتامین  200 میلی لیتر شربت یورو ویتال,GELIE ROYAL PLUS MULTIVITAMIN  200 ML Syrup Eurho Vital,02101,,7150000,2026-05-10T19:34:33+03:30
4690767246889180,رویال,45,0301008956,رویال کلاژن  30 عدد قرص ایکس مارت,ROYAL COLLAGEN  30 Tablet X Mart,02101,,608166,2026-07-04T09:15:16+03:30
4690767246889180,رویال,45,0301006876,نوتراسن رویال ژلی  400 میلی گرم 30 عدد کپسول فارمد النا,NUTRASEN ROYAL JELLY  400 MG 30 Capsule ELENA PHARMED,02101,,566666,2026-09-21T12:58:48+03:30
4690767246889180,رویال,45,0301006323,رويال ژلی  200 میلی لیتر شربت فیشر کیندر,ROYAL JELLY  200 ML Syrup Fisher Kinder,02101,,5500000,2026-04-25T17:15:44+03:30
1728328453258727,سیوان,0,,,,,,,
8913987735551430,گلایسین,27,0000007800,دی متیل گلایسین   کپسول,DIMETHYL GLYCIN   Capsule,,,,
8913987735551430,گلایسین,27,0000051006,دی متیل گلایسین  125 میلی گرم کپسول,DIMETHYL GLYCIN  125 MG Capsule,,,,
8913987735551430,گلایسین,27,0000011375,فروس گلایسین سولفات  567.66 میلی گرم کپسول,FERROUS GLYCINE SULPHATE  567.66 MG Capsule,,,,
8913987735551430,گلایسین,27,0000011376,فروس گلایسین سولفات + فولیک اسید  454.13 / 1 میلی گرم کپسول,FERROUS GLYCINE SULPHATE + FOLIC ACID  454.13 / 1 MG Capsule,,,,
8913987735551430,گلایسین,27,0000006389,گلایسین   بالک,GLYCINE   Bulk,,,,
8913987735551430,گلایسین,27,0000002238,گلایسین  1.5 % 1000 میلی لیتر محلول استریل برای شستشو,GLYCINE  1.5 % 1000 ML Sterile Solution for Irrigation,,,,
8913987735551430,گلایسین,27,0000000601,گلایسین  1.5 % 3000 میلی لیتر محلول استریل برای شستشو,GLYCINE  1.5 % 3000 ML Sterile Solution for Irrigation,,,,
8913987735551430,گلایسین,27,0100011527,گلایسین  1.5 % 3 لیتر محلول استریل برای شستشو ثامن,GLYCINE  1.5 % 3 LITER Sterile Solution for Irrigation Samen,00601,11527,6800000,2026-08-04T02:25:47+03:30
8913987735551430,گلایسین,27,0101000667,گلایسین  1.5 % 3 لیتر محلول استریل برای شستشو شهید قاضی,GLYCINE  1.5 % 3 LIT Sterile Solution for Irrigation Shahid Ghazi,00601,,6800000,2026-08-04T02:25:51+03:30
8913987735551430,گلایسین,27,0101010780,گلایسین  1.5 % 3000 میلی لیتر محلول استریل برای شستشو اکولایف,GLYCINE  1.5 % 3000 ML Sterile Solution for Irrigation Aculife,00601,,6800000,2026-08-04T02:25:55+03:30
2724268561321198,پرتقال,16,0300025486,ویتامین ث  500 میلی گرم پرتقال 20 عدد قرص جوشان اسوه,VITAMIN C  500 MG ORANGE 20 Effervescent Tablet Osve,02101,25486,88000,2026-07-15T17:39:37+03:30
2724268561321198,پرتقال,16,0301005496,تری دی تری  پرتقال و نعنا 120 میلی لیتر سوسپانسیون خوراکی الحاوی,Tri D3  ORANGE AND MINT FLAVOR 120 ML Oral Suspension Alhavi,02101,,792000,2024-10-19T09:19:57+03:30
2724268561321198,پرتقال,16,0301005938,ویتامین دی 3  پرتقال 400 واحد 15 میلی لیتر قطره خوراکى افق تولید پارس,VITAMIN D3  ORANGE 400 IU 15 ML Oral Drop Ofogh Tolid Pars,02101,,788000,2024-05-11T11:54:41+03:30
2724268561321198,پرتقال,16,0300025492,اسوه - ویتامین ث  پرتقال قرص جویدنى اسوه,OSVE-VITAMIN C  Orange Chewablet Tablet Osve,02101,25492,7000,2021-07-04T11:05:23+03:30
2724268561321198,پرتقال,16,0200024959,موسیلیوم فورت  پرتقالی 7 عدد ساشه ایران داروک,MUSYLIUM FORTE  ORANGE 7 Sache Iran Darouk,02100,24959,550000,2026-06-16T08:47:28+03:30
2724268561321198,پرتقال,16,0200003540,موسیلیوم پرتقالی  7 عدد ساشه ایران داروک,MUSYLIUM ORANGE  7 Sache Iran Darouk,02100,03540,450000,2026-06-13T22:45:53+03:30
2724268561321198,پرتقال,16,0301005528,کیدزی مولتی ویتامین  پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI MULTIVITAMIN  ORANGE 150 ML Syrup Dayonix Pharma,02101,,3992000,2026-05-19T18:16:25+03:30
2724268561321198,پرتقال,16,0301005529,کیدزی زینک  لیمو و پرتقال 150 میلی لیتر شربت دایونیکس فارما,KIDSSI ZINC  MEMON AND ORANGE 150 ML Syrup Dayonix Pharma,02101,,3844000,2026-07-14T13:37:03+03:30
2724268561321198,پرتقال,16,0301005535,کارا سی  پرتقال 1000 میلی گرم 60 عدد قرص جویدنى امید طب کوشا,KARA C  ORANGE 1000 MG 60 Chewablet Tablet OMID TEB KOOSHA,02101,,34016,2024-01-14T10:54:43+03:30
2724268561321198,پرتقال,16,0200009903,پسیلیوم پرتقالی  7 عدد ساشه پورسینا,PSYLLIUM ORANGE  7 Sache Pursina,02100,09903,300000,2026-06-16T09:19:08+03:30
1781537978253159,کنستانتره,0,,,,,,,
9119064117738102,کنستانتره,0,,,,,,,
4909014236917264,ویواکیدز,0,,,,,,,
9406738471536065,نوتراسن,11,0301006873,نوتراسن ال - گلوتامین  300 گرم پودر فارمد النا,NUTRASEN L - GLUTAMINE  300 GR Powder ELENA PHARMED,02101,,6736000,2024-08-08T09:14:42+03:30
9406738471536065,نوتراسن,11,0301006876,نوتراسن رویال ژلی  400 میلی گرم 30 عدد کپسول فارمد النا,NUTRASEN ROYAL JELLY  400 MG 30 Capsule ELENA PHARMED,02101,,566666,2026-09-21T12:58:48+03:30
9406738471536065,نوتراسن,11,0301006874,نوتراسن ب - کمپلکس  30 عدد قرص فارمد النا,NUTRASEN B - COMPLEX  30 Tablet ELENA PHARMED,02101,,48100,2024-08-08T09:17:28+03:30
9406738471536065,نوتراسن,11,0301006875,نوتراسن بیوتین مکس پلاس  30 عدد کپسول فارمد النا,NUTRASEN BIOTIN MAX PLUS  30 Capsule ELENA PHARMED,02101,,43966,2024-08-08T09:19:42+03:30
9406738471536065,نوتراسن,11,0301006879,نوتراسن جوینت ریس ایکس  30 عدد قرص فارمد النا,NUTRASEN JOINT RASEX  30 Tablet ELENA PHARMED,02101,,434333,2026-09-22T09:09:23+03:30
9406738471536065,نوتراسن,11,0301010351,نوتراسن امگا 3  1000 میلی گرم 30 عدد سافت ژل فارمد النا,NUTRASEN OMEGA-3  1000 MG 30 Soft Gelatin Capsule ELENA PHARMED,02101,,427500,2026-09-21T13:10:28+03:30
9406738471536065,نوتراسن,11,0301010352,نوتراسن جوینت فید  30 عدد قرص فارمد النا,NUTRASEN JOINT FEED  30 Tablet ELENA PHARMED,02101,,376666,2026-06-21T08:35:32+03:30
9406738471536065,نوتراسن,11,0301006872,نوتراسن ال - آرژنین  1000 میلی گرم 60 عدد قرص فارمد النا,NUTRASEN L- ARGININE  1000 MG 60 Tablet ELENA PHARMED,02101,,29800,2024-08-08T09:12:21+03:30
